user_id,install_date,country,platform,acquisition_channel,device_tier,archetype
5408,2024-01-27,UK,Android,Google Ads,low,minnow
5409,2024-01-13,CA,iOS,Google Ads,high,minnow
5410,2024-02-16,UK,Android,Facebook Ads,mid,minnow
5411,2024-01-21,UK,iOS,Organic,mid,non_spender
5412,2024-01-31,IN,Android,Organic,low,non_spender
5413,2024-02-06,IN,iOS,Facebook Ads,mid,non_spender
5414,2024-03-29,US,iOS,Facebook Ads,low,minnow
5415,2024-02-29,AU,iOS,TikTok,low,non_spender
5416,2024-01-29,AU,Android,Facebook Ads,high,minnow
5417,2024-03-30,US,Android,Facebook Ads,mid,non_spender
5418,2024-03-23,AU,Android,Facebook Ads,low,whale
5419,2024-03-27,UK,Android,Facebook Ads,mid,minnow
5420,2024-02-28,US,Android,Facebook Ads,low,minnow
5421,2024-03-19,CA,Android,TikTok,mid,non_spender
5422,2024-01-17,IN,Android,Facebook Ads,mid,non_spender
5423,2024-01-11,AU,iOS,Organic,high,non_spender
5424,2024-03-09,AU,iOS,Google Ads,mid,non_spender
5425,2024-01-14,CA,iOS,Google Ads,mid,non_spender
5426,2024-03-12,CA,Android,Organic,high,non_spender
5427,2024-01-16,CA,Android,TikTok,low,non_spender
5428,2024-02-25,AU,Android,Organic,mid,non_spender
5429,2024-02-17,IN,iOS,TikTok,low,non_spender
5430,2024-02-05,AU,Android,TikTok,high,non_spender
5431,2024-02-07,CA,Android,Google Ads,low,minnow
5432,2024-03-02,AU,iOS,Organic,low,non_spender
5433,2024-01-10,US,Android,TikTok,low,minnow
5434,2024-01-29,AU,iOS,Facebook Ads,high,non_spender
5435,2024-02-13,UK,iOS,Organic,high,non_spender
5436,2024-01-13,US,Android,Google Ads,mid,non_spender
5437,2024-03-22,IN,Android,TikTok,mid,non_spender
5438,2024-03-20,AU,Android,TikTok,high,dolphin
5439,2024-02-26,UK,Android,Facebook Ads,high,non_spender
5440,2024-03-10,UK,Android,Google Ads,high,minnow
5441,2024-02-17,AU,Android,Facebook Ads,high,non_spender
5442,2024-02-02,US,iOS,Facebook Ads,low,non_spender
5443,2024-01-31,US,Android,TikTok,high,non_spender
5444,2024-03-12,AU,iOS,Facebook Ads,mid,non_spender
5445,2024-03-02,AU,iOS,TikTok,low,non_spender
5446,2024-01-26,CA,iOS,Google Ads,high,non_spender
5447,2024-01-22,AU,Android,Google Ads,mid,non_spender
5448,2024-03-08,US,Android,Facebook Ads,mid,non_spender
5449,2024-02-07,CA,iOS,TikTok,high,minnow
5450,2024-01-01,US,iOS,Facebook Ads,high,non_spender
5451,2024-02-21,IN,iOS,Facebook Ads,high,non_spender
5452,2024-02-25,AU,Android,TikTok,high,minnow
5453,2024-01-08,US,iOS,Facebook Ads,high,non_spender
5454,2024-01-27,CA,iOS,Google Ads,mid,non_spender
5455,2024-03-26,AU,iOS,Organic,high,non_spender
5456,2024-01-05,AU,iOS,Organic,mid,non_spender
5457,2024-03-21,CA,iOS,Google Ads,mid,whale
5458,2024-01-07,IN,Android,TikTok,high,non_spender
5459,2024-02-07,IN,iOS,Google Ads,low,minnow
5460,2024-02-16,UK,iOS,TikTok,high,minnow
5461,2024-02-12,US,Android,Facebook Ads,low,non_spender
5462,2024-02-26,CA,iOS,Organic,low,non_spender
5463,2024-02-29,AU,iOS,Organic,low,whale
5464,2024-01-02,IN,iOS,TikTok,mid,minnow
5465,2024-02-12,IN,Android,Google Ads,low,minnow
5466,2024-02-28,IN,Android,Organic,high,minnow
5467,2024-01-03,US,Android,Organic,high,non_spender
5468,2024-02-12,US,iOS,Google Ads,mid,non_spender
5469,2024-01-01,US,iOS,Google Ads,low,non_spender
5470,2024-01-16,CA,iOS,TikTok,low,non_spender
5471,2024-03-15,UK,Android,Facebook Ads,mid,non_spender
5472,2024-02-24,CA,iOS,TikTok,low,non_spender
5473,2024-01-28,IN,Android,TikTok,high,minnow
5474,2024-03-13,IN,iOS,Google Ads,low,minnow
5475,2024-01-22,AU,iOS,Organic,high,minnow
5476,2024-02-18,UK,Android,TikTok,low,non_spender
5477,2024-02-08,UK,Android,TikTok,high,minnow
5478,2024-02-07,IN,iOS,Google Ads,mid,minnow
5479,2024-01-24,CA,iOS,TikTok,high,non_spender
5480,2024-03-23,IN,Android,Google Ads,low,minnow
5481,2024-03-06,US,Android,Google Ads,low,minnow
5482,2024-02-01,CA,iOS,Facebook Ads,high,non_spender
5483,2024-02-17,IN,Android,TikTok,low,non_spender
5484,2024-02-11,CA,iOS,Facebook Ads,high,non_spender
5485,2024-03-17,AU,Android,TikTok,mid,minnow
5486,2024-03-19,US,Android,Facebook Ads,mid,non_spender
5487,2024-02-12,IN,iOS,TikTok,mid,minnow
5488,2024-03-22,UK,iOS,TikTok,low,non_spender
5489,2024-03-03,US,iOS,TikTok,mid,non_spender
5490,2024-01-27,IN,Android,Google Ads,mid,whale
5491,2024-02-08,UK,iOS,Google Ads,low,non_spender
5492,2024-03-30,US,iOS,Organic,low,non_spender
5493,2024-01-07,CA,iOS,Organic,mid,dolphin
5494,2024-03-07,IN,Android,TikTok,low,minnow
5495,2024-03-11,CA,iOS,Organic,mid,non_spender
5496,2024-03-27,UK,Android,TikTok,low,non_spender
5497,2024-03-26,AU,iOS,Google Ads,low,non_spender
5498,2024-01-27,US,Android,Organic,mid,non_spender
5499,2024-01-04,CA,Android,Google Ads,high,non_spender
5500,2024-02-17,AU,iOS,Facebook Ads,low,non_spender
5501,2024-01-03,AU,Android,TikTok,mid,non_spender
5502,2024-01-28,UK,Android,Organic,high,non_spender
5503,2024-01-31,IN,Android,TikTok,low,non_spender
5504,2024-03-26,CA,iOS,TikTok,mid,non_spender
5505,2024-01-21,IN,iOS,TikTok,high,non_spender
5506,2024-03-27,AU,iOS,Organic,mid,non_spender
5507,2024-03-29,UK,iOS,Facebook Ads,mid,minnow
5508,2024-01-20,IN,iOS,TikTok,low,minnow
5509,2024-01-07,AU,Android,TikTok,high,non_spender
5510,2024-01-13,UK,iOS,Facebook Ads,low,non_spender
5511,2024-01-16,CA,Android,TikTok,mid,non_spender
5512,2024-01-06,US,Android,Organic,low,non_spender
5513,2024-01-05,US,iOS,Organic,mid,non_spender
5514,2024-02-01,IN,Android,Organic,low,non_spender
5515,2024-01-30,AU,iOS,TikTok,low,non_spender
5516,2024-02-29,UK,Android,Facebook Ads,low,non_spender
5517,2024-01-28,UK,iOS,Facebook Ads,low,non_spender
5518,2024-01-20,US,iOS,Google Ads,mid,minnow
5519,2024-03-22,CA,iOS,Organic,mid,dolphin
5520,2024-02-12,UK,iOS,Organic,low,minnow
5521,2024-03-15,CA,Android,Organic,high,whale
5522,2024-02-14,IN,iOS,Google Ads,mid,non_spender
5523,2024-03-24,IN,iOS,Organic,high,non_spender
5524,2024-02-23,CA,Android,Organic,high,minnow
5525,2024-01-06,IN,iOS,Google Ads,high,non_spender
5526,2024-03-18,CA,iOS,TikTok,low,non_spender
5527,2024-03-24,CA,Android,TikTok,low,non_spender
5528,2024-02-13,IN,iOS,Google Ads,low,whale
5529,2024-01-26,CA,Android,Facebook Ads,low,non_spender
5530,2024-01-14,UK,iOS,Google Ads,high,non_spender
5531,2024-02-05,IN,iOS,TikTok,low,dolphin
5532,2024-03-26,US,iOS,Organic,low,non_spender
5533,2024-02-29,UK,Android,TikTok,low,non_spender
5534,2024-01-10,CA,iOS,Organic,mid,non_spender
5535,2024-01-21,US,iOS,TikTok,mid,non_spender
5536,2024-02-02,IN,iOS,Facebook Ads,low,non_spender
5537,2024-03-30,US,Android,Facebook Ads,mid,non_spender
5538,2024-03-05,CA,iOS,Organic,high,non_spender
5539,2024-03-30,UK,iOS,TikTok,high,minnow
5540,2024-01-09,AU,iOS,Organic,mid,minnow
5541,2024-02-14,CA,Android,Google Ads,low,dolphin
5542,2024-01-23,US,iOS,TikTok,low,non_spender
5543,2024-03-12,IN,Android,Organic,low,non_spender
5544,2024-02-29,CA,iOS,TikTok,low,dolphin
5545,2024-03-20,IN,iOS,TikTok,low,non_spender
5546,2024-01-07,IN,iOS,Organic,low,dolphin
5547,2024-01-09,AU,Android,Organic,high,non_spender
5548,2024-02-16,AU,Android,Organic,high,minnow
5549,2024-01-10,CA,Android,Facebook Ads,low,non_spender
5550,2024-02-17,US,iOS,Google Ads,mid,dolphin
5551,2024-03-27,UK,Android,Organic,mid,non_spender
5552,2024-03-11,US,iOS,Organic,mid,non_spender
5553,2024-02-22,US,Android,Google Ads,mid,non_spender
5554,2024-01-20,IN,Android,Organic,low,non_spender
5555,2024-03-09,IN,Android,Google Ads,low,non_spender
5556,2024-03-09,IN,Android,Facebook Ads,low,non_spender
5557,2024-01-02,CA,iOS,Facebook Ads,mid,non_spender
5558,2024-01-21,IN,iOS,Google Ads,low,non_spender
5559,2024-03-22,IN,iOS,Google Ads,mid,dolphin
5560,2024-01-12,CA,Android,Facebook Ads,mid,non_spender
5561,2024-02-07,AU,iOS,Facebook Ads,high,non_spender
5562,2024-03-18,IN,Android,Google Ads,mid,non_spender
5563,2024-03-07,US,iOS,Facebook Ads,mid,non_spender
5564,2024-01-31,CA,iOS,TikTok,high,dolphin
5565,2024-02-17,UK,iOS,Facebook Ads,mid,non_spender
5566,2024-03-21,UK,Android,Google Ads,low,non_spender
5567,2024-03-15,CA,iOS,Facebook Ads,low,non_spender
5568,2024-01-29,US,iOS,Google Ads,high,minnow
5569,2024-03-21,AU,iOS,Facebook Ads,mid,non_spender
5570,2024-01-13,AU,Android,Google Ads,high,non_spender
5571,2024-03-04,AU,Android,Google Ads,mid,minnow
5572,2024-02-22,AU,Android,TikTok,low,non_spender
5573,2024-03-17,IN,Android,TikTok,low,dolphin
5574,2024-01-28,US,Android,Google Ads,mid,non_spender
5575,2024-02-26,UK,iOS,Facebook Ads,mid,dolphin
5576,2024-03-27,AU,iOS,Organic,high,dolphin
5577,2024-02-21,US,Android,Google Ads,high,non_spender
5578,2024-02-04,AU,iOS,Organic,mid,non_spender
5579,2024-02-02,UK,iOS,Organic,mid,non_spender
5580,2024-03-13,AU,iOS,TikTok,high,minnow
5581,2024-01-09,IN,iOS,Google Ads,low,non_spender
5582,2024-03-07,UK,Android,TikTok,mid,non_spender
5583,2024-02-05,CA,iOS,Facebook Ads,low,non_spender
5584,2024-02-13,IN,Android,Google Ads,mid,non_spender
5585,2024-02-29,CA,iOS,Facebook Ads,high,non_spender
5586,2024-03-27,US,iOS,Organic,low,non_spender
5587,2024-03-30,IN,Android,Facebook Ads,low,non_spender
5588,2024-02-09,UK,Android,Organic,low,non_spender
5589,2024-03-05,IN,iOS,Organic,low,dolphin
5590,2024-01-18,US,Android,Facebook Ads,mid,non_spender
5591,2024-03-06,CA,Android,Facebook Ads,high,non_spender
5592,2024-02-11,US,iOS,Organic,high,non_spender
5593,2024-01-05,AU,iOS,Organic,mid,minnow
5594,2024-02-27,US,Android,Organic,low,minnow
5595,2024-01-08,AU,iOS,TikTok,high,non_spender
5596,2024-01-12,IN,iOS,Facebook Ads,high,non_spender
5597,2024-03-02,CA,iOS,TikTok,high,minnow
5598,2024-03-30,AU,Android,Organic,mid,non_spender
5599,2024-03-30,US,Android,Google Ads,high,minnow
5600,2024-03-05,US,Android,TikTok,mid,minnow
5601,2024-01-01,CA,iOS,Organic,low,non_spender
5602,2024-01-02,US,Android,Facebook Ads,low,non_spender
5603,2024-02-13,CA,iOS,Organic,high,non_spender
5604,2024-01-22,IN,Android,Organic,low,minnow
5605,2024-02-16,AU,iOS,Google Ads,low,minnow
5606,2024-01-10,AU,Android,Google Ads,mid,non_spender
5607,2024-03-02,AU,iOS,Google Ads,low,non_spender
5608,2024-01-06,US,iOS,Google Ads,high,non_spender
5609,2024-02-12,US,iOS,Google Ads,low,non_spender
5610,2024-01-18,UK,iOS,Google Ads,mid,non_spender
5611,2024-02-29,CA,iOS,TikTok,mid,non_spender
5612,2024-03-08,CA,Android,Google Ads,high,non_spender
5613,2024-02-09,UK,Android,TikTok,mid,minnow
5614,2024-03-06,IN,iOS,Organic,low,non_spender
5615,2024-01-18,AU,iOS,Google Ads,high,non_spender
5616,2024-03-27,US,iOS,Organic,high,non_spender
5617,2024-01-21,AU,iOS,Facebook Ads,high,non_spender
5618,2024-01-13,IN,Android,Google Ads,low,dolphin
5619,2024-03-08,IN,Android,Facebook Ads,low,minnow
5620,2024-02-03,AU,Android,Organic,mid,non_spender
5621,2024-02-10,UK,Android,Facebook Ads,mid,minnow
5622,2024-02-19,IN,Android,Facebook Ads,mid,non_spender
5623,2024-02-21,UK,iOS,Facebook Ads,mid,non_spender
5624,2024-01-08,CA,iOS,Organic,mid,minnow
5625,2024-03-28,US,iOS,Organic,high,non_spender
5626,2024-01-27,IN,Android,Organic,high,whale
5627,2024-03-21,US,Android,Organic,high,minnow
5628,2024-03-02,IN,Android,Google Ads,high,dolphin
5629,2024-01-24,US,Android,TikTok,low,non_spender
5630,2024-01-21,US,iOS,TikTok,high,non_spender
5631,2024-02-17,IN,iOS,Organic,mid,dolphin
5632,2024-01-03,CA,Android,Organic,low,non_spender
5633,2024-01-19,US,iOS,Facebook Ads,high,non_spender
5634,2024-03-26,IN,Android,Organic,low,non_spender
5635,2024-03-08,US,iOS,Facebook Ads,low,non_spender
5636,2024-01-19,AU,Android,Organic,mid,minnow
5637,2024-03-06,US,iOS,Organic,high,non_spender
5638,2024-03-15,UK,Android,Organic,mid,dolphin
5639,2024-03-14,CA,Android,Google Ads,low,non_spender
5640,2024-01-03,UK,Android,TikTok,high,dolphin
5641,2024-02-11,US,Android,Facebook Ads,low,non_spender
5642,2024-02-19,CA,Android,Facebook Ads,high,minnow
5643,2024-03-28,UK,Android,Organic,low,non_spender
5644,2024-03-14,AU,iOS,Google Ads,low,non_spender
5645,2024-01-23,US,Android,TikTok,high,non_spender
5646,2024-01-21,IN,Android,TikTok,low,non_spender
5647,2024-02-04,UK,iOS,Google Ads,high,non_spender
5648,2024-01-07,CA,iOS,TikTok,mid,non_spender
5649,2024-02-06,AU,iOS,Facebook Ads,mid,non_spender
5650,2024-01-08,US,iOS,TikTok,high,dolphin
5651,2024-02-17,IN,Android,TikTok,low,non_spender
5652,2024-01-24,AU,Android,TikTok,high,non_spender
5653,2024-02-22,CA,Android,TikTok,low,non_spender
5654,2024-03-07,IN,Android,Organic,high,minnow
5655,2024-01-21,CA,Android,TikTok,high,non_spender
5656,2024-02-05,UK,Android,TikTok,mid,non_spender
5657,2024-03-28,US,iOS,Organic,high,non_spender
5658,2024-03-18,IN,Android,Organic,low,non_spender
5659,2024-02-13,CA,iOS,Google Ads,high,non_spender
5660,2024-02-29,AU,Android,Google Ads,low,non_spender
5661,2024-03-23,IN,iOS,Google Ads,mid,non_spender
5662,2024-03-23,IN,Android,Organic,mid,non_spender
5663,2024-01-26,CA,Android,Facebook Ads,low,non_spender
5664,2024-01-02,IN,iOS,Google Ads,high,dolphin
5665,2024-01-30,CA,Android,Google Ads,low,non_spender
5666,2024-01-20,UK,Android,Facebook Ads,low,non_spender
5667,2024-01-23,CA,Android,Google Ads,high,minnow
5668,2024-01-04,US,iOS,Organic,high,non_spender
5669,2024-01-20,AU,Android,Facebook Ads,high,non_spender
5670,2024-01-03,AU,iOS,Facebook Ads,mid,non_spender
5671,2024-03-22,IN,iOS,TikTok,low,non_spender
5672,2024-02-16,UK,iOS,Google Ads,high,non_spender
5673,2024-03-30,AU,Android,Facebook Ads,high,non_spender
5674,2024-02-04,US,Android,TikTok,high,non_spender
5675,2024-01-13,US,Android,TikTok,mid,non_spender
5676,2024-03-18,US,Android,Organic,low,non_spender
5677,2024-01-03,US,iOS,Organic,low,dolphin
5678,2024-03-08,UK,Android,Facebook Ads,high,minnow
5679,2024-01-01,UK,iOS,Facebook Ads,low,minnow
5680,2024-02-02,US,iOS,TikTok,low,non_spender
5681,2024-02-21,UK,Android,Organic,low,minnow
5682,2024-01-27,CA,iOS,Organic,high,non_spender
5683,2024-03-26,AU,Android,Organic,low,dolphin
5684,2024-03-16,IN,iOS,Organic,high,non_spender
5685,2024-01-10,IN,iOS,TikTok,high,non_spender
5686,2024-01-18,AU,iOS,Organic,low,non_spender
5687,2024-01-17,UK,iOS,Organic,low,non_spender
5688,2024-02-27,UK,Android,Organic,low,non_spender
5689,2024-01-06,US,Android,Organic,high,non_spender
5690,2024-02-05,CA,Android,Organic,high,non_spender
5691,2024-01-25,US,Android,Facebook Ads,mid,minnow
5692,2024-01-14,AU,iOS,Google Ads,low,non_spender
5693,2024-03-14,AU,Android,TikTok,high,minnow
5694,2024-01-05,UK,Android,Organic,high,non_spender
5695,2024-03-09,US,iOS,Facebook Ads,mid,dolphin
5696,2024-03-28,UK,iOS,Google Ads,high,non_spender
5697,2024-01-26,IN,iOS,Organic,mid,non_spender
5698,2024-02-29,IN,Android,Organic,mid,non_spender
5699,2024-03-15,IN,Android,Organic,high,minnow
5700,2024-03-04,IN,Android,Organic,mid,minnow
5701,2024-01-06,US,Android,Organic,high,non_spender
5702,2024-03-20,AU,iOS,TikTok,low,minnow
5703,2024-03-13,IN,iOS,TikTok,mid,non_spender
5704,2024-03-12,CA,Android,Organic,high,non_spender
5705,2024-03-16,IN,Android,Google Ads,low,minnow
5706,2024-03-29,US,Android,TikTok,high,minnow
5707,2024-03-03,US,iOS,Facebook Ads,mid,minnow
5708,2024-02-23,AU,iOS,Google Ads,mid,minnow
5709,2024-03-17,CA,iOS,Organic,low,dolphin
5710,2024-03-16,UK,Android,Facebook Ads,low,non_spender
5711,2024-01-04,IN,Android,Facebook Ads,low,non_spender
5712,2024-02-13,US,Android,Organic,mid,non_spender
5713,2024-03-16,AU,Android,Google Ads,mid,non_spender
5714,2024-03-02,UK,Android,TikTok,low,whale
5715,2024-01-16,CA,Android,Google Ads,low,non_spender
5716,2024-02-22,CA,iOS,Facebook Ads,high,dolphin
5717,2024-01-09,UK,iOS,Organic,mid,whale
5718,2024-02-10,US,iOS,TikTok,mid,minnow
5719,2024-03-15,IN,Android,Organic,low,non_spender
5720,2024-02-24,CA,iOS,Facebook Ads,low,non_spender
5721,2024-02-22,UK,iOS,Google Ads,low,whale
5722,2024-03-12,UK,iOS,Organic,high,minnow
5723,2024-02-03,AU,iOS,Facebook Ads,mid,non_spender
5724,2024-01-19,AU,Android,Organic,low,non_spender
5725,2024-03-22,US,iOS,Google Ads,low,non_spender
5726,2024-03-21,CA,iOS,Organic,mid,dolphin
5727,2024-01-09,IN,iOS,Facebook Ads,low,minnow
5728,2024-02-19,UK,iOS,TikTok,mid,minnow
5729,2024-02-05,UK,Android,Google Ads,mid,non_spender
5730,2024-03-12,IN,iOS,Google Ads,low,non_spender
5731,2024-01-17,UK,iOS,Organic,low,non_spender
5732,2024-03-24,UK,iOS,Organic,mid,non_spender
5733,2024-03-06,CA,Android,Google Ads,low,non_spender
5734,2024-01-09,CA,Android,Organic,mid,non_spender
5735,2024-02-07,CA,iOS,Google Ads,mid,minnow
5736,2024-01-05,US,iOS,Organic,mid,non_spender
5737,2024-02-05,CA,Android,Organic,low,non_spender
5738,2024-03-13,IN,Android,TikTok,high,non_spender
5739,2024-01-04,US,Android,Google Ads,mid,non_spender
5740,2024-03-29,IN,Android,Organic,high,non_spender
5741,2024-03-14,AU,Android,Facebook Ads,low,non_spender
5742,2024-01-07,CA,iOS,Facebook Ads,mid,non_spender
5743,2024-03-08,UK,Android,Google Ads,mid,non_spender
5744,2024-02-26,CA,Android,TikTok,low,non_spender
5745,2024-01-14,US,Android,Organic,mid,non_spender
5746,2024-01-27,US,iOS,TikTok,low,non_spender
5747,2024-02-06,US,Android,Organic,mid,minnow
5748,2024-03-16,CA,Android,TikTok,high,non_spender
5749,2024-03-30,IN,Android,Organic,low,non_spender
5750,2024-03-19,US,Android,Google Ads,mid,non_spender
5751,2024-03-14,IN,iOS,Facebook Ads,mid,minnow
5752,2024-01-16,UK,iOS,Google Ads,high,whale
5753,2024-01-29,UK,Android,Facebook Ads,mid,minnow
5754,2024-01-18,US,iOS,Facebook Ads,mid,non_spender
5755,2024-01-16,UK,Android,TikTok,low,non_spender
5756,2024-01-02,CA,iOS,Google Ads,low,non_spender
5757,2024-01-28,CA,Android,TikTok,mid,non_spender
5758,2024-01-22,IN,iOS,TikTok,high,non_spender
5759,2024-01-13,CA,iOS,Facebook Ads,mid,dolphin
5760,2024-03-26,US,iOS,Google Ads,low,non_spender
5761,2024-03-20,AU,Android,TikTok,mid,minnow
5762,2024-02-27,IN,Android,Facebook Ads,low,non_spender
5763,2024-03-03,AU,Android,TikTok,high,non_spender
5764,2024-03-05,US,Android,Organic,mid,minnow
5765,2024-02-24,AU,Android,Facebook Ads,low,non_spender
5766,2024-03-11,US,Android,Google Ads,low,dolphin
5767,2024-01-26,UK,iOS,Google Ads,low,non_spender
5768,2024-03-11,AU,iOS,TikTok,low,minnow
5769,2024-03-19,AU,Android,Organic,mid,non_spender
5770,2024-01-14,AU,Android,TikTok,mid,non_spender
5771,2024-03-10,US,Android,Facebook Ads,high,non_spender
5772,2024-02-02,UK,Android,TikTok,low,non_spender
5773,2024-01-06,CA,Android,TikTok,high,minnow
5774,2024-02-06,UK,Android,Google Ads,low,non_spender
5775,2024-01-08,CA,iOS,Organic,low,non_spender
5776,2024-01-13,AU,Android,Facebook Ads,low,non_spender
5777,2024-02-27,CA,iOS,TikTok,high,non_spender
5778,2024-03-23,IN,Android,Facebook Ads,low,non_spender
5779,2024-03-26,US,iOS,Facebook Ads,high,non_spender
5780,2024-03-17,IN,Android,Organic,low,non_spender
5781,2024-02-27,US,Android,Google Ads,high,minnow
5782,2024-03-28,CA,Android,Organic,mid,non_spender
5783,2024-03-21,US,Android,Facebook Ads,low,minnow
5784,2024-03-26,UK,iOS,Google Ads,low,dolphin
5785,2024-02-09,UK,Android,TikTok,high,minnow
5786,2024-01-13,AU,iOS,Organic,mid,dolphin
5787,2024-02-08,IN,iOS,TikTok,high,non_spender
5788,2024-03-27,US,iOS,Facebook Ads,low,non_spender
5789,2024-01-12,US,iOS,TikTok,high,non_spender
5790,2024-01-18,AU,iOS,Organic,mid,minnow
5791,2024-03-22,IN,Android,Google Ads,mid,minnow
5792,2024-01-16,US,iOS,TikTok,high,dolphin
5793,2024-01-09,US,iOS,TikTok,mid,non_spender
5794,2024-03-17,US,iOS,Organic,mid,minnow
5795,2024-01-09,IN,Android,Organic,mid,non_spender
5796,2024-02-20,US,iOS,Google Ads,high,non_spender
5797,2024-02-26,IN,iOS,Facebook Ads,mid,non_spender
5798,2024-03-07,CA,iOS,Google Ads,mid,minnow
5799,2024-02-23,CA,iOS,Organic,mid,non_spender
5800,2024-03-02,IN,Android,TikTok,mid,non_spender
5801,2024-02-25,IN,iOS,Facebook Ads,high,non_spender
5802,2024-03-20,US,Android,Google Ads,mid,non_spender
5803,2024-03-23,US,iOS,Google Ads,high,non_spender
5804,2024-02-27,AU,Android,Organic,high,dolphin
5805,2024-01-22,AU,iOS,Facebook Ads,low,dolphin
5806,2024-01-15,CA,iOS,TikTok,low,non_spender
5807,2024-02-01,AU,iOS,Facebook Ads,high,non_spender
5808,2024-02-09,US,Android,Facebook Ads,mid,non_spender
5809,2024-02-26,US,Android,TikTok,low,non_spender
5810,2024-01-16,IN,Android,TikTok,mid,non_spender
5811,2024-01-01,CA,Android,Facebook Ads,mid,minnow
5812,2024-01-31,IN,Android,Google Ads,low,non_spender
5813,2024-02-02,AU,Android,Google Ads,high,non_spender
5814,2024-03-22,AU,Android,Organic,mid,non_spender
5815,2024-03-27,US,Android,Google Ads,low,non_spender
5816,2024-01-30,CA,Android,Google Ads,mid,non_spender
5817,2024-03-20,US,iOS,Organic,high,dolphin
5818,2024-02-14,US,iOS,Facebook Ads,high,minnow
5819,2024-01-12,US,iOS,Facebook Ads,low,non_spender
5820,2024-02-25,UK,Android,Facebook Ads,high,minnow
5821,2024-01-13,US,Android,Google Ads,high,non_spender
5822,2024-03-19,AU,iOS,Facebook Ads,low,non_spender
5823,2024-03-08,IN,Android,Facebook Ads,low,non_spender
5824,2024-01-28,IN,iOS,Organic,low,non_spender
5825,2024-01-26,IN,Android,Organic,low,non_spender
5826,2024-01-26,IN,Android,Google Ads,mid,non_spender
5827,2024-03-24,US,iOS,Facebook Ads,mid,non_spender
5828,2024-03-14,UK,Android,Organic,low,minnow
5829,2024-02-06,CA,Android,Facebook Ads,high,minnow
5830,2024-03-23,IN,iOS,Facebook Ads,low,non_spender
5831,2024-02-18,UK,iOS,TikTok,low,minnow
5832,2024-03-14,AU,Android,Facebook Ads,low,non_spender
5833,2024-02-07,AU,iOS,Google Ads,high,non_spender
5834,2024-03-06,AU,iOS,Organic,low,minnow
5835,2024-03-09,UK,Android,Organic,low,non_spender
5836,2024-03-14,AU,iOS,TikTok,mid,whale
5837,2024-01-02,AU,Android,Google Ads,high,dolphin
5838,2024-02-06,AU,iOS,Organic,low,minnow
5839,2024-02-04,IN,iOS,TikTok,mid,non_spender
5840,2024-03-26,IN,iOS,TikTok,mid,dolphin
5841,2024-03-27,UK,Android,Google Ads,low,non_spender
5842,2024-01-24,US,iOS,TikTok,low,non_spender
5843,2024-02-23,AU,Android,Organic,high,dolphin
5844,2024-01-19,IN,Android,Google Ads,high,non_spender
5845,2024-02-04,US,iOS,Facebook Ads,mid,non_spender
5846,2024-02-16,CA,iOS,Facebook Ads,low,non_spender
5847,2024-02-15,CA,Android,Facebook Ads,high,non_spender
5848,2024-02-04,CA,iOS,TikTok,mid,non_spender
5849,2024-02-11,CA,Android,Facebook Ads,high,non_spender
5850,2024-03-10,AU,Android,Google Ads,mid,non_spender
5851,2024-03-21,US,iOS,Organic,high,non_spender
5852,2024-02-26,CA,iOS,TikTok,low,dolphin
5853,2024-03-01,US,iOS,Facebook Ads,high,non_spender
5854,2024-02-24,AU,Android,Google Ads,low,minnow
5855,2024-02-06,UK,iOS,Facebook Ads,low,dolphin
5856,2024-01-27,US,iOS,Google Ads,high,non_spender
5857,2024-01-31,IN,Android,Google Ads,low,non_spender
5858,2024-03-21,UK,iOS,Google Ads,low,non_spender
5859,2024-03-08,IN,iOS,Organic,mid,minnow
5860,2024-03-15,IN,iOS,TikTok,mid,minnow
5861,2024-03-21,AU,Android,Facebook Ads,mid,dolphin
5862,2024-02-28,CA,iOS,Google Ads,high,non_spender
5863,2024-01-31,UK,iOS,Facebook Ads,low,non_spender
5864,2024-02-25,AU,iOS,Google Ads,high,non_spender
5865,2024-01-21,UK,iOS,Facebook Ads,high,dolphin
5866,2024-01-10,US,Android,TikTok,mid,non_spender
5867,2024-01-08,US,Android,TikTok,high,dolphin
5868,2024-02-29,CA,iOS,Facebook Ads,low,non_spender
5869,2024-02-03,IN,Android,Google Ads,low,non_spender
5870,2024-01-16,UK,iOS,Facebook Ads,mid,dolphin
5871,2024-03-27,CA,Android,TikTok,mid,non_spender
5872,2024-01-22,US,Android,Google Ads,high,non_spender
5873,2024-01-27,AU,iOS,Facebook Ads,mid,dolphin
5874,2024-01-26,CA,Android,Facebook Ads,mid,non_spender
5875,2024-03-09,IN,iOS,Google Ads,mid,non_spender
5876,2024-01-30,CA,iOS,Facebook Ads,mid,minnow
5877,2024-02-07,UK,iOS,Google Ads,high,dolphin
5878,2024-03-05,UK,iOS,TikTok,low,non_spender
5879,2024-03-30,AU,iOS,Facebook Ads,low,non_spender
5880,2024-02-12,UK,iOS,Organic,high,non_spender
5881,2024-03-12,IN,Android,TikTok,low,non_spender
5882,2024-02-08,UK,Android,Facebook Ads,high,minnow
5883,2024-01-04,CA,iOS,Google Ads,low,dolphin
5884,2024-03-17,US,iOS,Facebook Ads,low,non_spender
5885,2024-01-05,IN,Android,Organic,mid,non_spender
5886,2024-01-20,AU,iOS,Organic,low,non_spender
5887,2024-02-03,AU,Android,TikTok,low,non_spender
